Date,Public Health District 1,Public Health District 2,Public Health District 3,Public Health District 4,Public Health District 5,Public Health District 6,Public Health District 7,Grand Total,ConfirmedNew,ProbableNEW,TotalNEW,New,Onset Confirmed,Onset Probable,Deaths,TESTING1,TESTING2,TESTING3,TESTING4,TESTING5,TESTING6,TESTING7,TestingMissing
3/15/2020,3,1,3,18,42,1,,68,1,0,1,,67,1,,51,1,31,68,11,1,17,13
3/16/2020,,,9,23,41,,1,74,5,0,5,,74,,,187,2,46,109,18,16,18,13
3/17/2020,1,1,12,25,22,1,3,65,3,0,3,,65,,,186,21,39,123,17,26,29,13
3/18/2020,,1,7,24,40,,2,74,6,0,6,,73,1,,147,20,45,78,15,14,15,13
3/19/2020,1,2,8,24,33,,1,69,11,0,11,,68,1,,93,8,55,144,35,15,10,13
3/20/2020,,1,7,26,37,1,1,73,9,0,9,,73,,,34,6,95,225,52,14,23,13
3/21/2020,,1,1,23,24,,3,52,7,0,7,,49,3,,21,8,60,159,32,9,3,13
3/22/2020,,2,6,19,23,1,2,53,3,0,3,,52,1,1,35,2,67,264,49,11,3,13
3/23/2020,1,3,7,22,22,1,,56,32,0,32,,56,,1,134,21,180,430,122,21,21,13
3/24/2020,,9,9,15,16,,,49,22,0,22,,41,8,1,165,19,154,405,162,13,25,13
3/25/2020,1,9,13,24,22,1,3,73,46,0,46,,70,3,,133,16,140,327,87,12,24,13
3/26/2020,,2,1,29,13,,,45,60,0,60,,44,1,2,178,17,114,322,137,12,10,13
3/27/2020,,3,8,30,18,,1,60,38,0,38,,58,2,3,144,31,148,365,136,10,4,13
3/28/2020,,1,8,26,14,,1,50,16,0,16,,50,,1,68,9,91,228,99,7,5,13
3/29/2020,,1,4,16,13,,2,36,45,0,45,,35,1,3,45,11,72,251,72,4,10,13
3/30/2020,,2,6,28,18,,1,55,105,0,105,,55,,,179,30,166,392,150,16,45,13
3/31/2020,,1,10,19,14,1,1,46,110,0,110,,43,3,,133,18,164,367,158,12,31,13
4/1/2020,,2,9,29,10,,7,57,144,0,144,,50,7,,146,27,176,356,177,15,34,13
4/2/2020,1,,8,27,7,,3,46,222,0,222,,43,3,2,134,21,173,428,188,16,28,13
4/3/2020,,3,12,17,16,,2,50,122,0,122,,45,5,,122,29,186,370,160,20,27,13
4/4/2020,,1,4,11,5,,1,22,64,0,64,,22,,2,46,21,93,256,104,8,6,13
4/5/2020,,3,4,6,10,1,,24,24,0,24,,22,2,3,39,14,87,187,89,5,3,13
4/6/2020,,3,5,6,10,,1,25,69,0,69,,21,4,4,123,32,238,401,188,28,57,13
4/7/2020,,,3,8,11,1,1,24,40,0,40,,19,5,4,101,20,172,331,146,16,43,13
4/8/2020,,2,1,14,10,1,4,32,22,0,22,,21,11,2,102,34,187,344,127,8,45,13
4/9/2020,,3,4,6,9,,1,23,121,13,134,,18,5,2,91,19,171,271,101,13,39,13
4/10/2020,,1,5,10,8,,,24,43,15,58,,18,6,3,64,20,153,278,86,19,50,13
4/11/2020,,,3,13,6,1,1,24,11,3,14,,21,3,3,36,8,88,159,46,7,8,13
4/12/2020,,1,5,5,7,,,18,20,1,21,,13,5,3,26,3,64,118,29,1,5,13
4/13/2020,,1,4,,12,,,17,27,14,41,,14,3,1,99,19,149,275,110,28,48,13
4/14/2020,,,4,10,3,,,17,11,28,39,,17,,1,86,19,151,279,89,17,46,13
4/15/2020,,,5,11,10,,1,27,43,6,49,,18,9,1,91,25,160,277,86,22,36,13
4/16/2020,,,5,4,3,,1,13,21,1,22,,10,3,1,106,29,151,266,63,25,39,13
4/17/2020,1,1,5,8,9,,1,25,38,8,46,,19,6,2,100,43,82,272,70,23,34,13
4/18/2020,,1,6,5,8,,,20,11,2,13,,16,4,3,49,15,70,128,35,5,7,13
4/19/2020,1,,6,3,9,,,19,4,0,4,,18,1,,35,6,58,122,35,6,3,13
4/20/2020,,3,15,4,7,,1,30,57,7,64,,27,3,1,98,42,146,268,87,25,47,13
4/21/2020,,1,2,4,8,,1,16,21,9,30,,14,2,3,91,31,128,235,81,36,27,13
4/22/2020,,3,5,9,4,,1,22,29,7,36,,19,3,1,81,26,142,245,94,23,35,13
4/23/2020,,1,3,10,5,2,,21,33,1,34,,14,7,2,97,26,160,276,91,13,21,13
4/24/2020,,,2,4,3,1,2,12,29,5,34,,9,3,3,103,25,160,318,64,24,6,13
4/25/2020,,2,2,4,9,,3,20,10,7,17,,13,7,1,63,10,70,169,39,10,13,13
4/26/2020,,1,3,6,14,,1,25,8,2,10,,23,2,,59,7,73,116,32,5,4,13
4/27/2020,,,2,7,10,1,,20,17,3,20,,14,6,2,107,32,224,332,96,26,17,13
4/28/2020,,,1,9,13,,1,24,25,10,35,,21,3,,77,25,146,288,117,23,18,13
4/29/2020,,1,,2,7,,1,11,21,11,32,,9,2,1,89,50,122,255,98,27,27,13
4/30/2020,,,4,4,9,,,17,29,2,31,,13,4,1,112,30,95,333,98,23,20,13
5/1/2020,,,2,11,13,1,1,28,23,-3,20,,23,5,,121,31,140,264,127,27,18,13
5/2/2020,1,1,2,2,10,,2,18,25,1,26,,18,,1,97,18,61,135,46,10,11,13
5/3/2020,,1,2,7,9,,1,20,18,0,18,,14,6,,55,8,59,88,44,9,7,13
5/4/2020,,,1,3,16,,,20,21,6,27,,17,3,2,103,27,123,279,111,29,15,13
5/5/2020,,,1,3,16,1,1,22,13,8,21,,19,3,,68,31,104,238,117,23,56,13
5/6/2020,,,4,4,11,,,19,26,5,31,,15,4,1,113,26,117,292,93,28,32,13
5/7/2020,,,3,2,13,1,2,21,21,-1,20,,17,4,1,137,29,109,390,94,19,33,13
5/8/2020,,1,5,7,16,,1,30,20,7,27,,25,5,,145,31,78,187,114,21,31,13
5/9/2020,,,3,8,12,,1,24,22,3,25,,19,5,1,177,17,48,136,30,5,17,13
5/10/2020,,,4,5,17,,,26,17,-1,16,,24,2,,50,7,44,96,32,6,7,13
5/11/2020,,,3,1,15,2,,21,7,7,14,,17,4,,121,35,192,355,153,65,68,13
5/12/2020,,,,2,18,,1,21,26,7,33,,15,6,1,139,42,250,499,167,26,21,13
5/13/2020,,,3,6,14,,,23,27,4,31,,17,6,1,172,43,179,284,135,21,24,13
5/14/2020,,,2,,15,,,17,26,1,27,,15,2,2,202,35,206,279,108,27,18,13
5/15/2020,,,3,2,31,1,,37,34,4,38,,33,4,1,176,50,287,300,150,23,9,13
5/16/2020,,,1,3,10,2,,16,17,13,30,,14,2,,117,14,92,145,54,10,9,13
5/17/2020,,1,5,2,16,1,1,26,16,1,17,,20,6,,66,10,64,129,46,8,8,13
5/18/2020,,,4,1,20,1,,26,14,5,19,,22,4,,131,45,190,326,193,29,12,13
5/19/2020,,,7,1,20,1,1,30,20,1,21,,27,3,1,112,32,196,299,326,51,17,13
5/20/2020,,,2,3,16,2,2,25,25,5,30,,25,,2,287,40,164,240,247,16,24,13
5/21/2020,,,2,1,8,3,2,16,23,5,28,,15,1,2,159,47,129,232,170,12,14,13
5/22/2020,,,4,,14,5,1,24,55,6,61,,21,3,,161,52,84,154,142,19,15,13
5/23/2020,,,3,,14,6,5,28,31,0,31,,21,7,1,110,3,69,185,140,8,12,13
5/24/2020,,,3,1,16,4,4,28,39,0,39,,26,2,1,134,9,104,256,87,20,19,13
5/25/2020,,,7,2,20,2,5,36,19,0,19,,25,11,,200,11,225,318,130,22,15,13
5/26/2020,,,1,3,15,6,1,26,13,2,15,,20,6,,610,58,507,866,394,57,47,13
5/27/2020,,,6,2,12,,7,27,27,5,32,,23,4,1,246,119,283,668,470,53,38,13
5/28/2020,,,3,4,12,7,3,29,35,3,38,,24,5,,194,83,376,896,279,63,72,13
5/29/2020,,,6,6,10,2,2,26,31,3,34,,21,5,,299,97,306,550,343,74,38,13
5/30/2020,,,4,2,13,4,,23,27,9,36,,22,1,1,154,8,214,366,195,21,39,13
5/31/2020,,,3,2,15,6,1,27,56,1,57,,25,2,1,58,12,178,391,164,36,28,13
6/1/2020,1,1,9,2,18,3,5,39,9,1,10,,31,8,,41,64,588,983,586,123,58,13
6/2/2020,,,5,5,11,1,1,23,17,10,27,,14,9,,41,88,444,766,373,153,47,13
6/3/2020,,,3,5,20,4,2,34,49,8,57,,29,5,,25,90,384,717,477,74,45,13
6/4/2020,,,3,3,16,2,5,29,54,10,64,,22,7,1,20,73,269,610,300,106,51,13
6/5/2020,1,2,4,3,12,6,3,31,58,-1,57,,27,4,,50,88,253,379,169,271,87,13
6/6/2020,,2,3,3,10,2,3,23,19,9,28,,19,4,,49,9,106,268,111,41,13,13
6/7/2020,,,4,8,8,2,2,24,30,-2,28,,22,2,,126,7,156,283,150,12,12,13
6/8/2020,,,7,17,18,3,2,47,18,4,22,,43,4,,277,68,290,548,261,143,110,13
6/9/2020,,1,3,20,13,4,2,43,26,5,31,,35,8,,247,58,286,558,233,129,52,13
6/10/2020,,,5,18,12,5,3,43,33,7,40,,40,3,,197,59,279,533,218,111,62,13
6/11/2020,,1,4,28,12,1,2,48,37,5,42,,39,9,2,187,55,264,549,97,97,52,13
6/12/2020,,,16,30,17,3,2,68,39,12,51,,59,9,,266,93,158,471,169,162,62,13
6/13/2020,,1,14,58,5,2,3,83,38,8,46,,79,4,1,161,10,139,362,144,29,8,13
6/14/2020,1,1,18,63,11,3,2,99,12,-3,9,,85,14,1,37,16,159,383,115,10,15,13
6/15/2020,1,2,43,75,22,6,4,153,48,6,54,,140,13,,272,100,408,775,365,238,114,13
6/16/2020,,,51,94,11,4,6,166,76,2,78,,143,23,,243,75,293,735,244,260,62,13
6/17/2020,,1,46,76,22,5,6,156,61,31,92,,146,10,,220,72,497,943,311,113,61,13
6/18/2020,,2,52,86,14,3,4,161,96,15,111,,143,18,,223,73,576,1122,244,301,78,13
6/19/2020,1,1,41,90,19,3,8,163,112,16,128,,151,12,,259,77,454,808,175,115,76,13
6/20/2020,,1,55,96,27,5,5,189,119,16,135,,168,21,,185,12,198,579,102,28,17,13
6/21/2020,2,1,58,85,15,4,5,170,81,3,84,,156,14,,57,16,318,611,126,15,18,13
6/22/2020,3,7,77,114,32,6,5,244,154,10,164,,224,20,1,343,118,720,1318,373,181,87,13
6/23/2020,,3,100,98,32,12,8,253,123,25,148,,228,25,,329,106,585,1484,290,204,67,13
6/24/2020,3,4,81,122,26,9,4,249,223,20,243,,231,18,,317,89,578,1354,318,147,85,13
6/25/2020,4,1,81,92,23,18,10,229,200,20,220,,205,24,1,319,98,840,1446,266,190,118,13
6/26/2020,4,5,89,97,37,9,9,250,263,20,283,,229,21,1,349,62,747,1664,246,210,143,13
6/27/2020,6,3,86,85,31,9,12,232,161,10,171,,221,11,1,284,23,482,986,143,32,25,13
6/28/2020,8,3,81,91,13,19,9,224,221,3,224,,204,20,1,193,13,405,933,140,32,31,13
6/29/2020,5,8,100,101,22,12,18,266,201,8,209,,245,21,,493,404,1034,1742,444,256,181,13
6/30/2020,7,2,99,90,34,10,12,254,341,24,365,,229,25,,503,185,987,1613,363,373,141,13
7/1/2020,13,2,104,68,37,3,8,235,233,20,253,,213,22,,548,160,1038,1813,257,305,163,13
7/2/2020,7,2,98,51,25,8,15,206,217,6,223,,189,17,1,582,202,944,1821,479,208,137,13
7/3/2020,20,2,93,50,16,4,16,201,398,3,401,,180,21,,437,38,723,1125,163,98,60,13
7/4/2020,10,1,73,50,33,7,15,189,378,-2,376,,176,13,1,169,107,332,698,141,34,22,13
7/5/2020,9,6,88,67,22,9,18,219,365,-2,363,,192,27,1,159,14,394,815,139,42,29,13
7/6/2020,18,7,119,49,30,16,25,264,292,27,319,,247,17,1,525,112,1011,1683,519,314,421,13
7/7/2020,13,2,85,38,27,11,19,195,448,39,487,,176,19,2,512,132,962,1781,413,415,198,13
7/8/2020,25,3,82,37,33,13,33,226,423,7,430,,212,14,3,499,153,865,2099,477,238,194,13
7/9/2020,14,,66,36,15,11,20,162,433,26,459,,153,9,,638,111,919,2331,445,184,167,13
7/10/2020,18,5,65,34,25,11,28,186,479,21,500,,161,25,2,756,113,991,1608,323,191,184,13
7/11/2020,6,1,53,30,16,14,28,148,556,21,577,,131,17,3,318,21,574,933,167,62,54,13
7/12/2020,15,1,66,40,22,5,23,172,388,9,397,,155,17,3,235,21,480,772,158,33,33,13
7/13/2020,16,3,97,53,26,16,22,233,495,5,500,,213,20,1,616,139,1092,1537,619,307,283,13
7/14/2020,18,2,83,47,12,8,21,191,288,28,316,,175,16,4,550,96,1008,1710,314,310,239,13
7/15/2020,8,4,95,60,15,14,30,226,691,36,727,,200,26,4,476,95,1195,1539,366,243,268,13
7/16/2020,11,2,63,76,2,11,19,184,658,30,688,,161,23,4,552,106,897,1473,366,189,213,13
7/17/2020,6,4,67,69,11,13,20,190,588,31,619,,163,27,2,493,94,896,1068,210,250,193,13
7/18/2020,10,3,52,52,3,7,24,151,536,14,550,,132,19,4,241,29,477,758,100,26,54,13
7/19/2020,7,2,57,57,6,7,25,161,560,11,571,,147,14,1,163,38,493,880,202,47,52,13
7/20/2020,2,6,67,41,6,12,23,157,358,35,393,,126,31,8,553,171,802,1293,442,264,289,13
7/21/2020,4,2,29,48,7,7,18,115,523,33,556,,98,17,4,401,184,852,1461,422,196,385,13
7/22/2020,5,1,32,37,2,8,9,94,461,39,500,,83,11,8,329,135,653,1065,327,310,197,13
7/23/2020,1,4,16,22,3,4,9,59,385,29,414,,43,16,4,403,116,431,926,215,175,277,13
7/24/2020,1,1,17,28,1,5,5,58,502,26,528,,42,16,5,422,110,283,557,137,91,191,13
7/25/2020,1,2,10,11,3,3,3,33,527,36,563,,28,5,5,224,16,142,260,115,23,26,13
7/26/2020,,,6,3,1,3,7,20,351,-1,350,,15,5,5,154,13,129,228,129,18,17,13
7/27/2020,,,4,4,2,,1,11,479,38,517,,6,5,4,121,16,102,299,112,15,17,13
7/28/2020,1,,3,2,1,,1,8,507,21,528,,4,4,1,,,,,,,,
7/29/2020,,,1,,,,,1,431,26,457,,1,,,,,,,,,,
7/30/2020,,,,1,1,,,2,517,50,567,,2,,,,,,,,,,
